Cleaning LSV04,SCAN RATE,499.999
T,Vf
0.868,-0.18165
0.872,-0.17945
0.876,-0.177546
0.88,-0.175458
0.884,-0.173629
0.888,-0.171483
0.892,-0.169567
0.896,-0.167506
0.9,-0.165715
0.904,-0.16359
0.908,-0.161656
0.912,-0.159454
0.916,-0.157667
0.92,-0.155512
0.924,-0.153554
0.928,-0.151456
0.932,-0.149637
0.936,-0.147479
0.94,-0.145535
0.944,-0.143508
0.948,-0.141571
0.952,-0.139802
0.956,-0.137583
0.96,-0.13545
0.964,-0.13365
0.968,-0.131483
0.972,-0.129548
0.976,-0.12745
0.98,-0.125627
0.984,-0.123496
0.988,-0.121548
0.992,-0.11949
0.996,-0.117594
1.0,-0.115502
1.004,-0.113665
1.008,-0.111504
1.012,-0.109667
1.016,-0.107717
1.02,-0.105592
1.024,-0.10346
1.028,-0.10165
1.032,-0.099475
1.036,-0.0975646
1.04,-0.0954854
1.044,-0.0936042
1.048,-0.0915437
1.052,-0.0895771
1.056,-0.0876271
1.06,-0.0856604
1.064,-0.0835062
1.068,-0.0815917
1.072,-0.07945
1.076,-0.0776292
1.08,-0.0754521
1.084,-0.0736062
1.088,-0.0714833
1.092,-0.0696083
1.096,-0.0674854
1.1,-0.0655792
1.104,-0.0634333
1.108,-0.0617021
1.112,-0.0596021
1.116,-0.0576854
1.12,-0.05545
1.124,-0.0536937
1.128,-0.0514708
1.132,-0.0495479
1.136,-0.04745
1.14,-0.0456125
1.144,-0.04345
1.148,-0.0415437
1.152,-0.0394708
1.156,-0.0376938
1.16,-0.0356313
1.164,-0.0336479
1.168,-0.03145
1.172,-0.0296417
1.176,-0.0275187
1.18,-0.0255708
1.184,-0.0234521
1.188,-0.0216313
1.192,-0.0194917
1.196,-0.0175771
1.2,-0.0155146
1.204,-0.0135437
1.208,-0.0118146
1.212,-0.00968542
1.216,-0.007475
1.22,-0.00568958
1.224,-0.00354792
1.228,-0.00168125
1.232,0.00051875
1.236,0.00230417
1.24,0.00441875
1.244,0.00633542
1.248,0.00842917
1.252,0.0103583
1.256,0.0124229
1.26,0.0142583
1.264,0.01655
1.268,0.0182521
1.272,0.0202437
1.276,0.0223125
1.28,0.02455
1.284,0.0262625
1.288,0.0284812
1.292,0.0303667
1.296,0.0324625
1.3,0.0343562
1.304,0.0364083
1.308,0.0383667
1.312,0.0404292
1.316,0.0422417
1.32,0.0442396
1.324,0.046275
1.328,0.04855
1.332,0.0503
1.336,0.0524396
1.34,0.0543667
1.344,0.0565125
1.348,0.0583312
1.352,0.0604271
1.356,0.0624
1.36,0.0645458
1.364,0.0662229
1.368,0.0682063
1.372,0.0703417
1.376,0.0725333
1.38,0.0742437
1.384,0.07635
1.388,0.0783271
1.392,0.0805146
1.396,0.0823083
1.4,0.084475
1.404,0.0863667
1.408,0.0884458
1.412,0.0902542
1.416,0.0921562
1.42,0.0942875
1.424,0.09655
1.428,0.0983104
1.432,0.100369
1.436,0.10236
1.44,0.104544
1.444,0.106308
1.448,0.108485
1.452,0.110354
1.456,0.112446
1.46,0.114379
1.464,0.116104
1.468,0.118248
1.472,0.12055
1.476,0.122246
1.48,0.12439
1.484,0.126296
1.488,0.12854
1.492,0.130258
1.496,0.132448
1.5,0.134302
1.504,0.136458
1.508,0.138296
1.512,0.140427
1.516,0.142233
1.52,0.144533
1.524,0.146242
1.528,0.148315
1.532,0.150306
1.536,0.152521
1.54,0.154252
1.544,0.15646
1.548,0.158346
1.552,0.160515
1.556,0.162321
1.56,0.164433
1.564,0.166387
1.568,0.168454
1.572,0.170231
1.576,0.17215
1.58,0.174279
1.584,0.176533
1.588,0.178296
1.592,0.180287
1.596,0.182294
1.6,0.184483
1.604,0.18631
1.608,0.188396
1.612,0.19036
1.616,0.19255
1.62,0.19425
1.624,0.196162
1.628,0.198265
1.632,0.200492
1.636,0.202238
1.64,0.204269
1.644,0.20631
1.648,0.208471
1.652,0.210317
1.656,0.21241
1.66,0.214306
1.664,0.216381
1.668,0.218221
1.672,0.220052
1.676,0.222252
1.68,0.22454
1.684,0.226225
1.688,0.228252
1.692,0.230306
1.696,0.232512
1.7,0.234221
1.704,0.236373
1.708,0.238323
1.712,0.240435
1.716,0.242344
1.72,0.244012
1.724,0.246277
1.728,0.24851
1.732,0.250254
1.736,0.252167
1.74,0.254279
1.744,0.256537
1.748,0.258312
1.752,0.260471
1.756,0.262331
1.76,0.264467
1.764,0.266315
1.768,0.268408
1.772,0.270254
1.776,0.27255
1.78,0.274237
1.784,0.276287
1.788,0.278242
1.792,0.280517
1.796,0.282227
1.8,0.28439
1.804,0.286265
1.808,0.288444
1.812,0.290302
1.816,0.292385
1.82,0.29431
1.824,0.296373
1.828,0.298204
1.832,0.300254
1.836,0.30221
1.84,0.304529
1.844,0.306229
1.848,0.308377
1.852,0.310221
1.856,0.312462
1.86,0.314275
1.864,0.316408
1.868,0.318302
1.872,0.32055
1.876,0.322202
1.88,0.324173
1.884,0.326179
1.888,0.328525
1.892,0.3302
1.896,0.332406
1.9,0.334217
1.904,0.336508
1.908,0.338246
1.912,0.340325
1.916,0.342242
1.92,0.344323
1.924,0.346208
1.928,0.348094
1.932,0.350179
1.936,0.352467
1.94,0.354181
1.944,0.356312
1.948,0.358194
1.952,0.3605
1.956,0.362183
1.96,0.364429
1.964,0.366287
1.968,0.368406
1.972,0.370298
1.976,0.372081
1.98,0.374177
1.984,0.376519
1.988,0.378202
1.992,0.380433
1.996,0.38221
2.0,0.384458
2.004,0.38625
2.008,0.388304
2.012,0.390196
2.016,0.392379
2.02,0.394258
2.024,0.396337
2.028,0.398179
2.032,0.400479
2.036,0.402192
2.04,0.404217
2.044,0.40619
2.048,0.408383
2.052,0.410206
2.056,0.41245
2.06,0.414229
2.064,0.416354
2.068,0.418262
2.072,0.420285
2.076,0.422279
2.08,0.424398
2.084,0.426252
2.088,0.428479
2.092,0.430204
2.096,0.432435
2.1,0.434273
2.104,0.436406
2.108,0.438171
2.112,0.440335
2.116,0.442221
2.12,0.444308
2.124,0.446279
2.128,0.448533
2.132,0.450308
2.136,0.452102
2.14,0.454187
2.144,0.456454
2.148,0.458204
2.152,0.460362
2.156,0.462183
2.16,0.464415
2.164,0.466275
2.168,0.468317
2.172,0.470252
2.176,0.472319
2.18,0.474208
2.184,0.47611
2.188,0.478254
2.192,0.480504
2.196,0.482258
2.2,0.484162
2.204,0.486212
2.208,0.488408
2.212,0.490194
2.216,0.492287
2.22,0.49424
2.224,0.496273
2.228,0.498287
2.232,0.499965
2.236,0.50214
2.24,0.504344
2.244,0.506179
2.248,0.508237
2.252,0.510196
2.256,0.51241
2.26,0.51419
2.264,0.516179
2.268,0.518202
2.272,0.52029
2.276,0.522231
2.28,0.524217
2.284,0.526094
2.288,0.528462
2.292,0.530181
2.296,0.532002
2.3,0.534162
2.304,0.53636
2.308,0.53816
2.312,0.540269
2.316,0.542181
2.32,0.544181
2.324,0.54624
2.328,0.548119
2.332,0.550237
2.336,0.552079
2.34,0.554171
2.344,0.556002
2.348,0.558167
2.352,0.560319
2.356,0.562194
2.36,0.564035
2.364,0.566167
2.368,0.568331
2.372,0.570188
2.376,0.572194
2.38,0.574227
2.384,0.576481
2.388,0.578192
2.392,0.579954
2.396,0.582158
2.4,0.584352
2.404,0.586163
2.408,0.588019
2.412,0.590171
2.416,0.592352
2.42,0.59421
2.424,0.596071
2.428,0.59821
2.432,0.600231
2.436,0.602179
2.44,0.603954
2.444,0.606106
2.448,0.608394
2.452,0.610179
2.456,0.611981
2.46,0.614185
2.464,0.616319
2.468,0.618192
2.472,0.620077
2.476,0.622256
2.48,0.624256
2.484,0.626269
2.488,0.627965
2.492,0.630121
2.496,0.632431
2.5,0.634183
2.504,0.636037
2.508,0.638206
2.512,0.64045
2.516,0.642204
2.52,0.64406
2.524,0.646183
2.528,0.648235
2.532,0.650242
2.536,0.652156
2.54,0.653935
2.544,0.656402
2.548,0.658269
2.552,0.659971
2.556,0.662183
2.56,0.664329
2.564,0.666208
2.568,0.668081
2.572,0.670231
2.576,0.672287
2.58,0.674254
2.584,0.676146
2.588,0.678254
2.592,0.680073
2.596,0.682215
2.6,0.683954
2.604,0.68619
2.608,0.688383
2.612,0.690254
2.616,0.691996
2.62,0.694179
2.624,0.696292
2.628,0.698185
2.632,0.700075
2.636,0.702221
2.64,0.704421
2.644,0.706219
2.648,0.707971
2.652,0.710142
2.656,0.712296
2.66,0.714173
2.664,0.71599
2.668,0.71819
2.672,0.7203
2.676,0.722194
2.68,0.724075
2.684,0.72619
2.688,0.728215
2.692,0.73015
2.696,0.731979
2.7,0.734106
2.704,0.736465
2.708,0.738194
2.712,0.740004
2.716,0.742169
2.72,0.744283
2.724,0.746154
2.728,0.748058
2.732,0.750187
2.736,0.752179
2.74,0.754208
2.744,0.755985
2.748,0.758106
2.752,0.76019
2.756,0.762165
2.76,0.764012
2.764,0.7662
2.768,0.768256
2.772,0.770198
2.776,0.772056
2.78,0.774188
2.784,0.776181
2.788,0.778215
2.792,0.780165
2.796,0.782108
2.8,0.784252
2.804,0.786206
2.808,0.787987
2.812,0.790177
2.816,0.792196
2.82,0.794173
2.824,0.795975
2.828,0.798173
2.832,0.80016
2.836,0.802167
2.84,0.804165
2.844,0.80619
2.848,0.808071
2.852,0.810162
2.856,0.81194
2.86,0.814148
2.864,0.816185
2.868,0.818158
2.872,0.819967
2.876,0.82215
2.88,0.824127
2.884,0.826158
2.888,0.828052
2.892,0.830173
2.896,0.832304
2.9,0.834146
2.904,0.83594
2.908,0.838142
2.912,0.840242
2.916,0.84215
2.92,0.843987
2.924,0.84615
2.928,0.848135
2.932,0.85015
2.936,0.852033
2.94,0.85415
2.944,0.856121
2.948,0.858167
2.952,0.86004
2.956,0.862158
2.96,0.864204
2.964,0.866156
2.968,0.867965
2.972,0.87015
2.976,0.872162
2.98,0.87415
2.984,0.876
2.988,0.878156
2.992,0.88015
2.996,0.882162
3.0,0.883923
3.004,0.886054
3.008,0.888275
3.012,0.89015
3.016,0.892054
3.02,0.894156
3.024,0.896158
3.028,0.898154
3.032,0.899996
3.036,0.902146
3.04,0.904117
3.044,0.90616
3.048,0.908052
3.052,0.910015
3.056,0.912081
3.06,0.91415
3.064,0.916042
3.068,0.918154
3.072,0.920092
3.076,0.92215
3.08,0.924042
3.084,0.926154
3.088,0.928119
3.092,0.930152
3.096,0.932017
3.1,0.93415
3.104,0.936019
3.108,0.938152
3.112,0.939973
3.116,0.942142
3.12,0.944058
3.124,0.94615
3.128,0.94799
3.132,0.950129
3.136,0.952092
3.14,0.95415
3.144,0.955989
3.148,0.958169
3.152,0.96021
3.156,0.962127
3.16,0.963969
3.164,0.966075
3.168,0.96804
3.172,0.97015
3.176,0.971983
3.18,0.97415
3.184,0.976096
3.188,0.978146
3.192,0.979996
3.196,0.982156
3.2,0.984119
3.204,0.986154
3.208,0.987954
3.212,0.990069
3.216,0.992135
3.22,0.99415
3.224,0.995967
3.228,0.998144
3.232,1.00011
3.236,1.00215
3.24,1.00402
3.244,1.00611
3.248,1.00807
3.252,1.01013
3.256,1.01195
3.26,1.01394
3.264,1.01594
3.268,1.01815
3.272,1.01995
3.276,1.02211
3.28,1.02405
3.284,1.02615
3.288,1.028
3.292,1.03013
3.296,1.03211
3.3,1.03415
3.304,1.03603
3.308,1.03793
3.312,1.04011
3.316,1.04216
3.32,1.04395
3.324,1.0461
3.328,1.04807
3.332,1.05015
3.336,1.05195
3.34,1.05415
3.344,1.05606
3.348,1.05813
3.352,1.06002
3.356,1.06212
3.36,1.0639
3.364,1.06613
3.368,1.06793
3.372,1.07005
3.376,1.07202
3.38,1.07415
3.384,1.07595
3.388,1.07815
3.392,1.08007
3.396,1.08211
3.4,1.08399
3.404,1.08615
3.408,1.08804
3.412,1.09014
3.416,1.09195
3.42,1.09397
3.424,1.09601
3.428,1.09815
3.432,1.09994
3.436,1.10207
3.44,1.10404
3.444,1.10615
3.448,1.10796
3.452,1.11013
3.456,1.11204
3.46,1.11415
3.464,1.11595
3.468,1.11794
3.472,1.11998
3.476,1.12215
3.48,1.12393
3.484,1.12583
3.488,1.128
3.492,1.13015
3.496,1.13196
3.5,1.1341
3.504,1.13599
3.508,1.13806
3.512,1.13988
3.516,1.1419
3.52,1.14388
3.524,1.1461
3.528,1.1479
3.532,1.14985
3.536,1.15197
3.54,1.15413
3.544,1.15591
3.548,1.15802
3.552,1.15996
3.556,1.16204
3.56,1.16397
3.564,1.1656
3.568,1.16793
3.572,1.17009
3.576,1.17186
3.58,1.17391
3.584,1.17586
3.588,1.17815
3.592,1.17994
3.596,1.18202
3.6,1.18395
3.604,1.18606
3.608,1.18796
3.612,1.19001
3.616,1.19182
3.62,1.19399
3.624,1.19594
3.628,1.19774
3.632,1.19987
3.636,1.2021
3.64,1.20385
3.644,1.20584
3.648,1.20788
3.652,1.21
3.656,1.2119
3.66,1.21395
3.664,1.21592
3.668,1.21779
3.672,1.21986
3.676,1.22184
3.68,1.22389
3.684,1.22607
3.688,1.22786
3.692,1.22974
3.696,1.23187
3.7,1.23388
3.704,1.2359
3.708,1.23783
3.712,1.23985
3.716,1.24208
3.72,1.24382
3.724,1.24561
3.728,1.24781
3.732,1.25008
3.736,1.25176
3.74,1.2537
3.744,1.25581
3.748,1.25788
3.752,1.2598
3.756,1.26169
3.76,1.26381
3.764,1.26585
3.768,1.26777
3.772,1.26974
3.776,1.27167
3.78,1.27392
3.784,1.27582
3.788,1.27761
3.792,1.27976
3.796,1.28187
3.8,1.28377
3.804,1.28568
3.808,1.28779
3.812,1.28982
3.816,1.29181
3.82,1.29362
3.824,1.29549
3.828,1.29778
3.832,1.29978
3.836,1.30159
